"modelID","varName","value","temperature","climate","indoorUnittype","info","hpType"
"1","title","AE120BXYDEG/EU & AE200RNWMEG/EU","0","0","0","1","0"
"1","application","4","0","0","0","1","0"
"1","indoor","1","0","0","0","1","0"
"1","outdoor","1","0","0","0","1","0"
"1","coolingMode7c12c","0","0","0","0","1","0"
"1","coolingMode18c23c","0","0","0","0","1","0"
"1","colderClimate","0","0","0","0","1","0"
"1","warmerClimate","0","0","0","0","1","0"
"1","reversibility","1","0","0","0","1","0"
"1","colderForHeating","0","0","0","0","1","0"
"1","warmerForHeating","0","0","0","0","1","0"
"1","en145112Certification","0","0","0","0","1","0"
"1","heatSource","0","0","0","0","1","0"
"1","additionalOutdoorAir","0","0","0","0","1","0"
"1","additionalExhaustAir","0","0","0","0","1","0"
"1","additionalIndoorAir","0","0","0","0","1","0"
"1","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"1","powerSupply","1","0","0","0","1","0"
"1","offPeakProduct","0","0","0","0","1","0"
"1","EN14511_2_001","12.00","4","10","0","2","0"
"1","EN14511_2_001","12.00","5","10","0","2","0"
"1","EN14511_2_002","2.35","4","10","0","2","0"
"1","EN14511_2_002","3.53","5","10","0","2","0"
"1","EN14511_2_003","5.11","4","10","0","2","0"
"1","EN14511_2_003","3.40","5","10","0","2","0"
"1","EN14511_4_003","2","0","10","0","2","0"
"1","EN14511_4_004","2","0","10","0","2","0"
"1","EN14511_4_005","2","0","10","0","2","0"
"1","EN14511_4_006","2","0","10","0","2","0"
"1","EN12102_1_001","44","4","3","0","2","0"
"1","EN12102_1_001","44","5","3","0","2","0"
"1","EN12102_1_002","59","4","3","0","2","0"
"1","EN12102_1_002","59","5","3","0","2","0"
"1","EN14825_001","193","4","3","0","2","0"
"1","EN14825_001","148","5","3","0","2","0"
"1","EN14825_002","12.60","4","3","0","2","0"
"1","EN14825_002","12.60","5","3","0","2","0"
"1","EN14825_003","4.90","4","3","0","2","0"
"1","EN14825_003","3.78","5","3","0","2","0"
"1","EN14825_004","-7","4","3","0","2","0"
"1","EN14825_004","-7","5","3","0","2","0"
"1","EN14825_005","-10","4","3","0","2","0"
"1","EN14825_005","-10","5","3","0","2","0"
"1","EN14825_008","11.15","4","3","0","2","0"
"1","EN14825_008","11.15","5","3","0","2","0"
"1","EN14825_009","3.10","4","3","0","2","0"
"1","EN14825_009","2.30","5","3","0","2","0"
"1","EN14825_047","0.900","4","3","0","2","0"
"1","EN14825_047","0.900","5","3","0","2","0"
"1","EN14825_010","6.80","4","3","0","2","0"
"1","EN14825_010","6.80","5","3","0","2","0"
"1","EN14825_011","4.70","4","3","0","2","0"
"1","EN14825_011","3.70","5","3","0","2","0"
"1","EN14825_048","0.900","4","3","0","2","0"
"1","EN14825_048","0.900","5","3","0","2","0"
"1","EN14825_012","4.70","4","3","0","2","0"
"1","EN14825_012","4.70","5","3","0","2","0"
"1","EN14825_013","6.60","4","3","0","2","0"
"1","EN14825_013","5.00","5","3","0","2","0"
"1","EN14825_049","0.900","4","3","0","2","0"
"1","EN14825_049","0.900","5","3","0","2","0"
"1","EN14825_014","4.70","4","3","0","2","0"
"1","EN14825_014","4.70","5","3","0","2","0"
"1","EN14825_015","8.60","4","3","0","2","0"
"1","EN14825_015","6.30","5","3","0","2","0"
"1","EN14825_050","0.900","4","3","0","2","0"
"1","EN14825_050","0.900","5","3","0","2","0"
"1","EN14825_016","11.15","4","3","0","2","0"
"1","EN14825_016","11.15","5","3","0","2","0"
"1","EN14825_017","3.10","4","3","0","2","0"
"1","EN14825_017","2.30","5","3","0","2","0"
"1","EN14825_018","12.30","4","3","0","2","0"
"1","EN14825_018","12.30","5","3","0","2","0"
"1","EN14825_019","2.70","4","3","0","2","0"
"1","EN14825_019","2.05","5","3","0","2","0"
"1","EN14825_021","0.900","4","3","0","2","0"
"1","EN14825_021","0.900","5","3","0","2","0"
"1","EN14825_022","70","4","3","0","2","0"
"1","EN14825_022","70","5","3","0","2","0"
"1","EN14825_023","22","4","3","0","2","0"
"1","EN14825_023","22","5","3","0","2","0"
"1","EN14825_024","22","4","3","0","2","0"
"1","EN14825_024","22","5","3","0","2","0"
"1","EN14825_025","22","4","3","0","2","0"
"1","EN14825_025","22","5","3","0","2","0"
"1","EN14825_026","0","4","3","0","2","0"
"1","EN14825_026","0","5","3","0","2","0"
"1","EN14825_027","1","4","3","0","2","0"
"1","EN14825_027","1","5","3","0","2","0"
"1","EN14825_028","0.30","4","3","0","2","0"
"1","EN14825_028","0.30","5","3","0","2","0"
"1","EN14825_029","5277","4","3","0","2","0"
"1","EN14825_029","6862","5","3","0","2","0"
"1","EN16147_001","L","0","3","0","2","0"
"1","EN16147_002","115","0","3","0","2","0"
"1","EN16147_003","2.60","0","3","0","2","0"
"1","EN16147_004","0:54","0","3","0","2","0"
"1","EN16147_005","65.0","0","3","0","2","0"
"1","EN16147_006","52.1","0","3","0","2","0"
"1","EN16147_007","206","0","3","0","2","0"
"3","title","AE120BXYDEG/EU + AE200CNWMEG/EU","0","0","0","1","0"
"3","application","4","0","0","0","1","0"
"3","indoor","1","0","0","0","1","0"
"3","outdoor","1","0","0","0","1","0"
"3","coolingMode7c12c","0","0","0","0","1","0"
"3","coolingMode18c23c","0","0","0","0","1","0"
"3","colderClimate","0","0","0","0","1","0"
"3","warmerClimate","0","0","0","0","1","0"
"3","reversibility","1","0","0","0","1","0"
"3","colderForHeating","0","0","0","0","1","0"
"3","warmerForHeating","0","0","0","0","1","0"
"3","en145112Certification","0","0","0","0","1","0"
"3","heatSource","0","0","0","0","1","0"
"3","additionalOutdoorAir","0","0","0","0","1","0"
"3","additionalExhaustAir","0","0","0","0","1","0"
