Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],PSB [W],Prated [W],SPL indoor [dBA],SPL outdoor [dBA],Climate,T_amb [°C],T_in [°C],T_out [°C],P_th [W],P_el [W],COP
Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 29,2019-06-27,Outdoor Air/Water,R410a,2.5,17,13.0,48.0,69.0,average,2,2,30,6700,1811,3.7
Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 29,2019-06-27,Outdoor Air/Water,R410a,2.5,17,11.0,48.0,69.0,average,2,2,42,6100,2103,2.9
Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 29,2019-06-27,Outdoor Air/Water,R410a,2.5,17,13.0,48.0,69.0,average,7,7,27,6200,1148,5.4
Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 29,2019-06-27,Outdoor Air/Water,R410a,2.5,17,11.0,48.0,69.0,average,7,7,36,5900,1439,4.1
Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 29,2019-06-27,Outdoor Air/Water,R410a,2.5,17,13.0,48.0,69.0,average,12,12,24,7300,1043,7.0
Groupe Atlantic,Alféa Hybrid Duo Fioul/Oil A.I. Tri 14 - 29,2019-06-27,Outdoor Air/Water,R410a,2.5,17,11.0,48.0,69.0,average,12,12,30,7100,1315,5.4
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,-7,-7,34,4600,1704,2.7
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,-7,-7,52,4000,2222,1.8
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,2,2,30,2800,667,4.2
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,2,2,42,2500,862,2.9
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,7,7,27,2300,383,6.0
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,7,7,36,1700,425,4.0
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,12,12,24,2300,277,8.3
Groupe Atlantic,Alféa Hybrid Duo Gaz R6,2020-12-17,Outdoor Air/Water,R410a,1.1,10,5.0,46.0,63.0,average,12,12,30,2100,362,5.8
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,7.0,46.0,69.0,average,-7,-7,34,5800,2417,2.4
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,6.0,46.0,69.0,average,-7,-7,52,5300,2944,1.8
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,7.0,46.0,69.0,average,2,2,30,3500,921,3.8
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,6.0,46.0,69.0,average,2,2,42,3100,1069,2.9
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,7.0,46.0,69.0,average,7,7,27,2300,404,5.7
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,6.0,46.0,69.0,average,7,7,36,2000,488,4.1
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,7.0,46.0,69.0,average,12,12,24,2400,293,8.2
Groupe Atlantic,Alféa Hybrid Duo Gaz R8,2020-12-17,Outdoor Air/Water,R410a,1.4,9,6.0,46.0,69.0,average,12,12,30,2200,379,5.8
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,-7,-7,34,4400,1549,2.84
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,-7,-7,52,4200,2111,1.99
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,2,2,30,2700,614,4.4
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,2,2,42,2500,804,3.11
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,7,7,27,2100,359,5.85
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,7,7,36,1900,447,4.25
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,12,12,24,2400,325,7.39
Groupe Atlantic,Austria Email LWP 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,12,12,30,2300,389,5.91
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,-7,-7,34,5000,1825,2.74
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,-7,-7,52,4700,2386,1.97
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,2,2,30,3000,641,4.68
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,2,2,42,2900,932,3.11
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,7,7,27,2100,348,6.04
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,7,7,36,1800,420,4.29
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,12,12,24,2400,323,7.43
Groupe Atlantic,Austria Email LWP 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,12,12,30,2300,380,6.06
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,-7,-7,34,5800,2148,2.7
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,-7,-7,52,5500,2880,1.91
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,2,2,30,3500,805,4.35
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,2,2,42,3300,1038,3.18
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,7,7,27,2300,364,6.32
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,7,7,36,2100,465,4.52
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,12,12,24,2500,310,8.07
Groupe Atlantic,Austria Email LWP 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,12,12,30,2400,377,6.37
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,-7,-7,34,4400,1549,2.84
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,-7,-7,52,4200,2111,1.99
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,2,2,30,2700,614,4.4
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,2,2,42,2500,804,3.11
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,7,7,27,2100,359,5.85
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,7,7,36,1900,447,4.25
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,12,12,24,2400,325,7.39
Groupe Atlantic,Austria Email LWPK 5 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,12,12,30,2300,389,5.91
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,-7,-7,34,5000,1825,2.74
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,-7,-7,52,4700,2386,1.97
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,2,2,30,3000,641,4.68
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,2,2,42,2900,932,3.11
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,7,7,27,2100,348,6.04
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,7,7,36,1800,420,4.29
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,6.0,40.0,57.0,average,12,12,24,2400,323,7.43
Groupe Atlantic,Austria Email LWPK 6 A.I.,2020-03-04,Outdoor Air/Water,R32,0.97,10,5.0,40.0,57.0,average,12,12,30,2300,380,6.06
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,-7,-7,34,5800,2148,2.7
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,-7,-7,52,5500,2880,1.91
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,2,2,30,3500,805,4.35
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,2,2,42,3300,1038,3.18
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,7,7,27,2300,364,6.32
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,7,7,36,2100,465,4.52
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,7.0,40.0,60.0,average,12,12,24,2500,310,8.07
Groupe Atlantic,Austria Email LWPK 8 A.I.,2020-03-04,Outdoor Air/Water,R32,1.02,10,6.0,40.0,60.0,average,12,12,30,2400,377,6.37
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,-7,-7,34,10000,3846,2.6
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,9.0,46.0,69.0,average,-7,-7,52,8200,4316,1.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,2,2,30,6100,1649,3.7
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,9.0,46.0,69.0,average,2,2,42,5000,1786,2.8
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,7,7,27,6200,1170,5.3
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,9.0,46.0,69.0,average,7,7,36,5900,1553,3.8
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,12,12,24,7400,1072,6.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,9.0,46.0,69.0,average,12,12,30,7000,1458,4.8
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,-7,-7,34,10000,3704,2.7
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,-7,-7,52,8200,4316,1.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,2,2,30,6100,1649,3.7
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,2,2,42,5000,1852,2.7
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,7,7,27,6200,1127,5.5
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,7,7,36,5900,1513,3.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,12,12,24,7400,1042,7.1
Groupe Atlantic,Compact Combi TSC13-16/ TOC13RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,12,12,30,7000,1346,5.2
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,13.0,46.0,69.0,average,-7,-7,34,11100,4440,2.5
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,-7,-7,52,10000,5263,1.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,13.0,46.0,69.0,average,2,2,30,6700,1861,3.6
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,2,2,42,6100,2179,2.8
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,13.0,46.0,69.0,average,7,7,27,6200,1148,5.4
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,7,7,36,5900,1513,3.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,13.0,46.0,69.0,average,12,12,24,7300,1058,6.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIY,2020-12-22,Outdoor Air/Water,R410a,2.5,12,11.0,46.0,69.0,average,12,12,30,7100,1392,5.1
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,-7,-7,34,11100,4440,2.5
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,-7,-7,52,10000,5000,2.0
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,2,2,30,6700,1811,3.7
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,2,2,42,6100,2103,2.9
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,7,7,27,6200,1148,5.4
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,7,7,36,5900,1439,4.1
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,12,12,24,7300,1043,7.0
Groupe Atlantic,Compact Combi TSC13-16/ TOC16RIYF,2020-12-22,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,12,12,30,7100,1315,5.4
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,-7,-7,34,10000,3704,2.7
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,-7,-7,52,8200,4316,1.9
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,2,2,30,6100,1649,3.7
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,2,2,42,5000,1852,2.7
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,7,7,27,6200,1127,5.5
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,7,7,36,5900,1513,3.9
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,12,12,24,7400,1042,7.1
Groupe Atlantic,Hydramax Gaz 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,12,12,30,7000,1346,5.2
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,-7,-7,34,10000,3704,2.7
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,-7,-7,52,8200,4316,1.9
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,2,2,30,6100,1649,3.7
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,2,2,42,5000,1852,2.7
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,7,7,27,6200,1127,5.5
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,7,7,36,5900,1513,3.9
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,12,12,24,7400,1042,7.1
Groupe Atlantic,Hydramax Gaz 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,12,12,30,7000,1346,5.2
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,-7,-7,34,11100,4440,2.5
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,-7,-7,52,10000,5000,2.0
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,2,2,30,6700,1811,3.7
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,2,2,42,6100,2103,2.9
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,7,7,27,6200,1148,5.4
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,7,7,36,5900,1439,4.1
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,12,12,24,7300,1043,7.0
Groupe Atlantic,Hydramax Gaz 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,12,12,30,7100,1315,5.4
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,14.0,46.0,69.0,average,-7,-7,34,12000,5000,2.4
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,-7,-7,52,11500,6389,1.8
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,14.0,46.0,69.0,average,2,2,30,7300,2028,3.6
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,2,2,42,7000,2414,2.9
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,14.0,46.0,69.0,average,7,7,27,6300,1145,5.5
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,7,7,36,5800,1415,4.1
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,14.0,46.0,69.0,average,12,12,24,7400,1028,7.2
Groupe Atlantic,Hydramax Gaz 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,12,12,30,7100,1291,5.5
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,-7,-7,34,10000,3704,2.7
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,-7,-7,52,8200,4316,1.9
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,2,2,30,6100,1649,3.7
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,2,2,42,5000,1852,2.7
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,7,7,27,6200,1127,5.5
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,7,7,36,5900,1513,3.9
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,12,12,24,7400,1042,7.1
Groupe Atlantic,Hydrapac 11B10,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,12,12,30,7000,1346,5.2
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,-7,-7,34,10000,3704,2.7
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,-7,-7,52,8200,4316,1.9
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,2,2,30,6100,1649,3.7
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,2,2,42,5000,1852,2.7
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,7,7,27,6200,1127,5.5
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,7,7,36,5900,1513,3.9
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,68.0,average,12,12,24,7400,1042,7.1
Groupe Atlantic,Hydrapac 11B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,9.0,46.0,68.0,average,12,12,30,7000,1346,5.2
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,-7,-7,34,11100,4440,2.5
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,-7,-7,52,10000,5000,2.0
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,2,2,30,6700,1811,3.7
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,2,2,42,6100,2103,2.9
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,7,7,27,6200,1148,5.4
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,7,7,36,5900,1439,4.1
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,12,12,24,7300,1043,7.0
Groupe Atlantic,Hydrapac 14B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,11.0,46.0,69.0,average,12,12,30,7100,1315,5.4
Groupe Atlantic,Hydrapac 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,14.0,46.0,69.0,average,-7,-7,34,12000,5000,2.4
Groupe Atlantic,Hydrapac 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,-7,-7,52,11500,6389,1.8
Groupe Atlantic,Hydrapac 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,14.0,46.0,69.0,average,2,2,30,7300,2028,3.6
Groupe Atlantic,Hydrapac 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,13.0,46.0,69.0,average,2,2,42,7000,2414,2.9
Groupe Atlantic,Hydrapac 16B25,2016-07-15,Outdoor Air/Water,R410a,2.5,17,14.0,46.0,69.0,average,7,7,27,6300,1145,5.5
